Car Name,Year,Selling Price,Kilometer Driven,Fuel Type,Seller Type,Transminssion,Owner,KM Range,Car Age,Price per KM,Condition
Maruti Wagon R VXI Optional,2015,275000,60000,Petrol,Individual,Manual,Second Owner,50–75k,10,4.583333333333333,Old
Tata Sumo Victa CX 7/9 Str BSII,2012,320000,120000,Diesel,Individual,Manual,Second Owner,100–150k,13,2.6666666666666665,Old
Maruti Alto LX BSIII,2008,75000,120000,Petrol,Individual,Manual,First Owner,100–150k,17,0.625,Old
Tata Indica GLS BS IV,2007,85000,50000,Petrol,Individual,Manual,Second Owner,25–50k,18,1.7,Old
Tata Indica Vista Aqua TDI BSIII,2009,90000,120000,Diesel,Individual,Manual,First Owner,100–150k,16,0.75,Old
Maruti Wagon R LXI Minor,2007,85000,80000,Petrol,Individual,Manual,Second Owner,75–100k,18,1.0625,Old
Mahindra Scorpio M2DI,2008,350000,80000,Diesel,Individual,Manual,Second Owner,75–100k,17,4.375,Old
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000,100000,Diesel,Individual,Automatic,Second Owner,75–100k,16,3.55,Old
Maruti Swift VXI,2020,619000,1500,Petrol,Individual,Manual,First Owner,0–25k,5,412.6666666666667,New
Jeep Compass 2.0 Longitude Option BSIV,2018,1700000,50000,Diesel,Individual,Manual,First Owner,25–50k,7,34.0,New
Tata Indica DL,2006,55000,100000,Diesel,Individual,Manual,Second Owner,75–100k,19,0.55,Old
Ford Fiesta 1.6 ZXi Leather,2006,95000,83411,Petrol,Individual,Manual,First Owner,75–100k,19,1.1389385093093236,Old
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Second Owner,100–150k,14,2.5,Old
Ford Fiesta 1.6 ZXi Leather,2006,81000,83411,Petrol,Individual,Manual,First Owner,75–100k,19,0.9710949395163707,Old
Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner,75–100k,10,12.5,Old
Maruti Ertiga VDI,2019,925000,50000,Diesel,Individual,Manual,First Owner,25–50k,6,18.5,New
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,450000,40000,Diesel,Individual,Manual,First Owner,25–50k,10,11.25,Old
Mahindra Scorpio EX,2014,600000,13270,Diesel,Individual,Manual,First Owner,0–25k,11,45.214770158251696,Old
Hyundai Santro Xing XL AT eRLX Euro III,2006,85000,100000,Petrol,Individual,Automatic,Third Owner,75–100k,19,0.85,Old
Mahindra Thar DI 4X4 PS,2016,700000,50000,Diesel,Individual,Manual,First Owner,25–50k,9,14.0,New
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,486000,26500,Petrol,Individual,Manual,First Owner,25–50k,8,18.339622641509433,New
Maruti Swift VDI,2013,400000,90000,Diesel,Individual,Manual,First Owner,75–100k,12,4.444444444444445,Old
Ford Fiesta 1.4 Duratec ZXI,2008,120000,100000,Petrol,Individual,Manual,Third Owner,75–100k,17,1.2,Old
Maruti Alto 800 LXI,2018,275000,35000,Petrol,Individual,Manual,First Owner,25–50k,7,7.857142857142857,New
Hyundai i20 Asta Option 1.4 CRDi,2016,580000,57000,Diesel,Individual,Manual,First Owner,50–75k,9,10.175438596491228,New
Maruti Swift Dzire LXI,2015,375000,70000,Petrol,Individual,Manual,First Owner,50–75k,10,5.357142857142857,Old
Maruti Wagon R VXI BS IV with ABS,2015,229999,100000,Petrol,Individual,Manual,Third Owner,75–100k,10,2.29999,Old
Maruti Alto LX,2010,110000,88000,Petrol,Individual,Manual,Second Owner,75–100k,15,1.25,Old
Maruti Swift Dzire VDI,2017,600000,60000,Diesel,Individual,Manual,First Owner,50–75k,8,10.0,New
Maruti A-Star Vxi,2009,120000,76000,Petrol,Individual,Manual,Second Owner,75–100k,16,1.5789473684210527,Old
Ford Figo Diesel Titanium,2010,200000,100000,Diesel,Individual,Manual,Second Owner,75–100k,15,2.0,Old
Hyundai Verna 1.6 SX CRDi (O),2012,450000,110000,Diesel,Individual,Manual,Second Owner,100–150k,13,4.090909090909091,Old
Hyundai Verna 1.6 SX CRDi (O),2012,550000,80000,Diesel,Individual,Manual,Second Owner,75–100k,13,6.875,Old
Maruti Alto LX,2012,220000,80000,Petrol,Individual,Manual,Second Owner,75–100k,13,2.75,Old
Maruti 800 EX,2001,40000,30000,Petrol,Individual,Manual,First Owner,25–50k,24,1.3333333333333333,Old
Renault KWID Climber 1.0 AMT,2017,300000,20000,Petrol,Individual,Automatic,First Owner,0–25k,8,15.0,New
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,25–50k,7,15.75,New
Maruti Swift Dzire VDI,2017,610000,40000,Diesel,Individual,Manual,Second Owner,25–50k,8,15.25,New
Hyundai Xcent 1.2 VTVT S,2019,660000,7000,Petrol,Individual,Manual,Second Owner,0–25k,6,94.28571428571429,New
Maruti Wagon R LXI LPG BSIV,2012,220000,80000,LPG,Individual,Manual,Second Owner,75–100k,13,2.75,Old
Nissan Micra Diesel XV Premium,2011,138000,90000,Diesel,Individual,Manual,Second Owner,75–100k,14,1.5333333333333334,Old
Nissan Micra Diesel XV Premium,2013,210000,13770,Diesel,Individual,Manual,First Owner,0–25k,12,15.250544662309368,Old
Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Dealer,Manual,First Owner,25–50k,20,3.676470588235294,Old
Maruti Alto LXi BSIII,2008,125000,102000,Petrol,Dealer,Manual,First Owner,100–150k,17,1.2254901960784315,Old
Honda City i DTEC SV,2014,725000,110000,Diesel,Individual,Manual,First Owner,100–150k,11,6.590909090909091,Old
Maruti Alto K10 2010-2014 VXI,2011,170000,90000,Petrol,Individual,Manual,Second Owner,75–100k,14,1.8888888888888888,Old
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,70000,Diesel,Individual,Manual,Third Owner,50–75k,10,17.142857142857142,Old
Maruti Wagon R VXI BSIII,2003,70000,90000,Petrol,Individual,Manual,Second Owner,75–100k,22,0.7777777777777778,Old
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,Second Owner,50–75k,18,1.4285714285714286,Old
Honda Civic 1.8 (E) MT,2006,300000,80000,Petrol,Individual,Manual,Second Owner,75–100k,19,3.75,Old
Maruti Swift VDI,2013,450000,100000,Diesel,Individual,Manual,Second Owner,75–100k,12,4.5,Old
Maruti Swift Dzire VDI,2015,530000,100000,Diesel,Individual,Manual,First Owner,75–100k,10,5.3,Old
Maruti Zen Estilo 1.1 LXI BSIII,2007,100000,143000,Petrol,Individual,Manual,Third Owner,100–150k,18,0.6993006993006993,Old
Honda City 1.5 V MT,2010,350000,115000,Petrol,Individual,Manual,Second Owner,100–150k,15,3.0434782608695654,Old
Tata Manza ELAN Quadrajet BS IV,2011,165000,100000,Diesel,Individual,Manual,Second Owner,75–100k,14,1.65,Old
Maruti Swift Dzire ZDI,2019,475000,120000,Diesel,Individual,Manual,Second Owner,100–150k,6,3.9583333333333335,New
Mahindra Xylo E4 ABS BS IV,2013,350000,42000,Diesel,Individual,Manual,First Owner,25–50k,12,8.333333333333334,Old
Renault KWID RXL,2016,229999,38000,Petrol,Individual,Manual,First Owner,25–50k,9,6.052605263157894,New
Honda WR-V i-DTEC VX,2018,800000,35000,Diesel,Individual,Manual,First Owner,25–50k,7,22.857142857142858,New
Maruti Swift Dzire ZDI,2014,475000,120000,Diesel,Individual,Manual,Second Owner,100–150k,11,3.9583333333333335,Old
Nissan Terrano XL 110 PS,2014,425000,136906,Diesel,Individual,Manual,First Owner,100–150k,11,3.104319752238762,Old
Maruti Ciaz VDi Plus,2015,660000,97000,Diesel,Individual,Manual,Second Owner,75–100k,10,6.804123711340206,Old
Honda Amaze S CVT Petrol,2019,610000,10000,Petrol,Individual,Automatic,First Owner,0–25k,6,61.0,New
Honda Brio S MT,2013,240000,50000,Petrol,Individual,Manual,Third Owner,25–50k,12,4.8,Old
Maruti Esteem Lxi,2005,70000,60000,Petrol,Individual,Manual,Second Owner,50–75k,20,1.1666666666666667,Old
Toyota Corolla Altis Diesel D4DGL,2011,550000,120000,Diesel,Individual,Manual,First Owner,100–150k,14,4.583333333333333,Old
Tata Indica Vista Aura 1.2 Safire,2010,100000,120000,Petrol,Individual,Manual,Second Owner,100–150k,15,0.8333333333333334,Old
Mahindra Bolero SLE,2010,350000,90000,Diesel,Individual,Manual,Second Owner,75–100k,15,3.888888888888889,Old
Hyundai EON Era Plus,2013,200000,120000,Petrol,Individual,Manual,First Owner,100–150k,12,1.6666666666666667,Old
Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner,0–25k,6,240.0,New
Maruti Ritz VDi,2014,350000,133000,Diesel,Individual,Manual,First Owner,100–150k,11,2.6315789473684212,Old
Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner,0–25k,9,16.0,New
Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner,25–50k,8,16.285714285714285,New
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner,50–75k,10,1.8571428571428572,Old
Maruti Alto 800 LXI,2016,210000,52000,Petrol,Individual,Manual,First Owner,50–75k,9,4.038461538461538,New
Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,First Owner,50–75k,7,15.384615384615385,New
Honda Jazz 1.5 E i DTEC,2017,700000,39000,Diesel,Individual,Manual,First Owner,25–50k,8,17.94871794871795,New
Tata Indica Vista Quadrajet VX,2011,200000,28689,Diesel,Individual,Manual,First Owner,25–50k,14,6.971313046812367,Old
Tata Aria Pure LX 4x2,2014,495000,90000,Diesel,Individual,Manual,Second Owner,75–100k,11,5.5,Old
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner,75–100k,11,4.0462139886955,Old
Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Individual,Manual,First Owner,0–25k,6,81.25,New
Mahindra Jeep MM 775 XDB,2000,155000,50000,Diesel,Individual,Manual,Second Owner,25–50k,25,3.1,Old
Maruti 800 AC BSIII,2007,75000,90000,Petrol,Individual,Manual,Second Owner,75–100k,18,0.8333333333333334,Old
Hyundai Grand i10 1.2 CRDi Magna,2015,350000,61658,Diesel,Dealer,Manual,First Owner,50–75k,10,5.676473450322748,Old
Maruti Zen Estilo LX BSIV,2010,90000,50000,Petrol,Individual,Manual,Third Owner,25–50k,15,1.8,Old
Maruti Ertiga SHVS VDI,2016,600000,80000,Diesel,Individual,Manual,First Owner,75–100k,9,7.5,New
Mahindra Scorpio SLE BSIII,2010,400000,185000,Diesel,Individual,Manual,First Owner,150–200k,15,2.1621621621621623,Old
Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Individual,Manual,Second Owner,50–75k,11,6.491228070175438,Old
Maruti 800 DX,2000,50000,60000,Petrol,Individual,Manual,First Owner,50–75k,25,0.8333333333333334,Old
Honda City 1.5 GXI,2004,125000,120000,Petrol,Individual,Manual,Second Owner,100–150k,21,1.0416666666666667,Old
Honda CR-V Diesel 4WD,2018,1800000,26000,Diesel,Individual,Automatic,First Owner,25–50k,7,69.23076923076923,New
Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Individual,Automatic,First Owner,0–25k,6,32.5,New
Maruti Ertiga BSIV VXI AT,2017,800000,30600,Petrol,Individual,Automatic,First Owner,25–50k,8,26.143790849673202,New
Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Individual,Manual,First Owner,0–25k,5,160.4,New
Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner,25–50k,10,65.71428571428571,Old
Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,Diesel,Individual,Manual,First Owner,25–50k,9,12.285714285714286,New
Hyundai Verna 1.6 SX VTVT,2017,650000,23000,Petrol,Individual,Manual,First Owner,0–25k,8,28.26086956521739,New
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,120000,Diesel,Individual,Manual,First Owner,100–150k,21,1.4166666666666667,Old
Skoda Superb Elegance 2.0 TDI CR AT,2011,450000,235000,Diesel,Individual,Automatic,First Owner,200k+,14,1.9148936170212767,Old
Maruti Alto 800 LXI,2013,250000,87000,Petrol,Individual,Manual,First Owner,75–100k,12,2.8735632183908044,Old
Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner,50–75k,11,7.638888888888889,Old
Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner,50–75k,12,31.25,Old
Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Individual,Manual,Second Owner,75–100k,18,1.4,Old
Chevrolet Beat LT,2012,155000,12000,Petrol,Individual,Manual,First Owner,0–25k,13,12.916666666666666,Old
Hyundai Accent Executive,2010,120000,67000,Petrol,Individual,Manual,Third Owner,50–75k,15,1.791044776119403,Old
Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Individual,Manual,First Owner,50–75k,13,4.1,Old
Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Individual,Manual,First Owner,50–75k,9,11.25,New
Hyundai i10 Magna 1.2 iTech SE,2011,235000,74500,Petrol,Individual,Manual,Second Owner,50–75k,14,3.1543624161073827,Old
Hyundai i20 1.4 CRDi Asta,2011,300000,118700,Diesel,Individual,Manual,Second Owner,100–150k,14,2.527379949452401,Old
Nissan Micra XL CVT,2015,434999,40000,Petrol,Individual,Automatic,Second Owner,25–50k,10,10.874975,Old
Mahindra Scorpio VLX AT 2WD BSIII,2004,225000,223660,Diesel,Individual,Automatic,Third Owner,200k+,21,1.0059912366985604,Old
Toyota Corolla AE,2006,160000,140000,Petrol,Individual,Manual,Second Owner,100–150k,19,1.1428571428571428,Old
Hyundai Grand i10 Nios Sportz,2020,600000,5000,Petrol,Individual,Manual,First Owner,0–25k,5,120.0,New
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,470000,100000,Diesel,Individual,Manual,Second Owner,75–100k,9,4.7,New
Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner,75–100k,14,3.0,Old
Maruti Baleno Delta 1.2,2018,600000,2000,Petrol,Individual,Manual,First Owner,0–25k,7,300.0,New
Hyundai Grand i10 Nios AMT Magna,2020,640000,4000,Petrol,Individual,Automatic,First Owner,0–25k,5,160.0,New
Tata Indica DLS,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,100–150k,19,0.4166666666666667,Old
Hyundai Verna 1.6 VTVT S,2015,600000,35000,Petrol,Individual,Manual,First Owner,25–50k,10,17.142857142857142,Old
Hyundai i10 Magna LPG,2014,290000,29000,LPG,Individual,Manual,First Owner,25–50k,11,10.0,Old
Hyundai Verna 1.6 VTVT S,2015,600000,30000,Petrol,Individual,Manual,First Owner,25–50k,10,20.0,Old
Tata Manza Aqua Quadrajet BS IV,2012,190000,120000,Diesel,Individual,Manual,First Owner,100–150k,13,1.5833333333333333,Old
Hyundai i10 Era 1.1,2008,160000,110000,Petrol,Individual,Manual,Third Owner,100–150k,17,1.4545454545454546,Old
Maruti Alto K10 VXI,2017,325000,15000,Petrol,Individual,Manual,First Owner,0–25k,8,21.666666666666668,New
Mahindra Bolero DI,2006,200000,73756,Diesel,Individual,Manual,First Owner,50–75k,19,2.7116437984706327,Old
Toyota Fortuner 2.8 2WD AT BSIV,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,25–50k,7,70.0,New
Chevrolet Spark 1.0 LS,2011,125000,60000,Petrol,Individual,Manual,Third Owner,50–75k,14,2.0833333333333335,Old
Hyundai i10 Magna 1.1,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner,50–75k,17,2.5833333333333335,Old
Hyundai i20 Asta 1.4 CRDi,2015,550000,90000,Diesel,Individual,Manual,First Owner,75–100k,10,6.111111111111111,Old
Maruti Wagon R LX BSIII,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner,50–75k,16,1.8571428571428572,Old
Maruti 800 AC,2002,80000,70000,Petrol,Individual,Manual,Second Owner,50–75k,23,1.1428571428571428,Old
Toyota Etios Cross 1.4L GD,2015,500000,80000,Diesel,Individual,Manual,Second Owner,75–100k,10,6.25,Old
Renault KWID RXT BSIV,2019,250000,27000,Petrol,Individual,Manual,First Owner,25–50k,6,9.25925925925926,New
Mahindra XUV500 W8 2WD,2012,580000,70000,Diesel,Individual,Manual,First Owner,50–75k,13,8.285714285714286,Old
Daewoo Matiz SD,2002,60000,50000,Petrol,Individual,Manual,First Owner,25–50k,23,1.2,Old
Toyota Etios GD,2012,300000,185000,Diesel,Individual,Manual,First Owner,150–200k,13,1.6216216216216217,Old
Ford Figo Diesel Titanium,2014,200000,90000,Diesel,Individual,Manual,Second Owner,75–100k,11,2.2222222222222223,Old
Tata Hexa XT,2017,1200000,16400,Diesel,Individual,Manual,First Owner,0–25k,8,73.17073170731707,New
Toyota Etios Cross 1.4L GD,2015,350000,80000,Diesel,Individual,Manual,Second Owner,75–100k,10,4.375,Old
Mahindra XUV500 W8 4WD,2012,600000,80000,Diesel,Individual,Manual,Second Owner,75–100k,13,7.5,Old
Honda Jazz V,2019,650000,4000,Petrol,Individual,Manual,First Owner,0–25k,6,162.5,New
Maruti A-Star Lxi,2008,120000,40000,Petrol,Individual,Manual,First Owner,25–50k,17,3.0,Old
Tata New Safari DICOR 2.2 EX 4x2,2010,180000,120000,Diesel,Individual,Manual,Second Owner,100–150k,15,1.5,Old
Hyundai Verna VTVT 1.6 AT SX Option,2018,950000,41395,Petrol,Individual,Automatic,First Owner,25–50k,7,22.949631598019085,New
Tata Manza Aura Quadrajet BS IV,2012,250999,35000,Diesel,Individual,Manual,Second Owner,25–50k,13,7.1714,Old
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,50–75k,13,7.403846153846154,Old
Audi A8 L 3.0 TDI quattro,2009,1250000,47000,Diesel,Dealer,Automatic,Second Owner,25–50k,16,26.595744680851062,Old
Chevrolet Beat LT,2013,165000,50000,Petrol,Individual,Manual,First Owner,25–50k,12,3.3,Old
Hyundai Elantra SX,2015,700000,48000,Petrol,Dealer,Manual,First Owner,25–50k,10,14.583333333333334,Old
Mahindra XUV500 W8 4WD,2015,750000,53000,Diesel,Dealer,Manual,First Owner,50–75k,10,14.150943396226415,Old
Mahindra Renault Logan 1.5 DLS,2008,89999,213000,Diesel,Individual,Manual,First Owner,200k+,17,0.4225305164319249,Old
Datsun redi-GO AMT 1.0 T Option,2018,290000,15000,Petrol,Dealer,Automatic,First Owner,0–25k,7,19.333333333333332,New
Tata Nano Cx BSIII,2014,45000,7000,Petrol,Individual,Manual,Second Owner,0–25k,11,6.428571428571429,Old
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner,75–100k,12,7.670454545454546,Old
Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,First Owner,50–75k,10,9.636363636363637,Old
BMW X1 sDrive20d M Sport,2014,1485000,48000,Diesel,Dealer,Automatic,First Owner,25–50k,11,30.9375,Old
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner,50–75k,11,4.576562367983778,Old
Honda Amaze S Diesel,2015,400000,60000,Diesel,Dealer,Manual,First Owner,50–75k,10,6.666666666666667,Old
Mahindra KUV 100 D75 K6 Plus,2017,380000,71000,Diesel,Dealer,Manual,First Owner,50–75k,8,5.352112676056338,New
Honda City i-VTEC CVT VX,2016,750000,45000,Petrol,Dealer,Automatic,First Owner,25–50k,9,16.666666666666668,New
Honda Brio VX,2017,390000,45000,Petrol,Dealer,Manual,First Owner,25–50k,8,8.666666666666666,New
Maruti Alto LXi,2009,110000,20000,Petrol,Individual,Manual,First Owner,0–25k,16,5.5,Old
MG Hector Sharp Diesel MT BSIV,2019,1825000,14000,Diesel,Dealer,Manual,First Owner,0–25k,6,130.35714285714286,New
Audi A4 35 TDI Premium Plus,2019,3256000,17000,Diesel,Dealer,Automatic,First Owner,0–25k,6,191.52941176470588,New
Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner,50–75k,10,6.166666666666667,Old
Chevrolet Beat Diesel LT,2013,210000,80000,Diesel,Individual,Manual,Second Owner,75–100k,12,2.625,Old
Skoda Laura Ambiente 1.9 PD,2007,175000,181000,Diesel,Individual,Manual,Fourth & Above Owner,150–200k,18,0.9668508287292817,Old
Hyundai Verna 1.6 SX CRDi (O),2012,575000,89550,Diesel,Individual,Manual,Second Owner,75–100k,13,6.420993858179788,Old
Mahindra Xylo D4,2010,320000,90000,Diesel,Individual,Manual,Third Owner,75–100k,15,3.5555555555555554,Old
Maruti Swift Ldi BSIV,2010,280000,149500,Diesel,Individual,Manual,Third Owner,100–150k,15,1.8729096989966556,Old
Renault Duster 85PS Diesel RxL Optional,2013,500000,190000,Diesel,Individual,Manual,Second Owner,150–200k,12,2.6315789473684212,Old
Ford Fiesta Diesel Style,2013,380000,83000,Diesel,Dealer,Manual,First Owner,75–100k,12,4.578313253012048,Old
Maruti 800 AC BSIII,2005,120000,20000,Petrol,Individual,Manual,Second Owner,0–25k,20,6.0,Old
Maruti Eeco 5 Seater AC BSIV,2018,395000,20000,Petrol,Individual,Manual,First Owner,0–25k,7,19.75,New
Skoda Laura 1.9 TDI MT Ambiente,2010,360000,160000,Diesel,Individual,Manual,First Owner,150–200k,15,2.25,Old
Nissan Terrano XL Plus 85 PS,2015,451000,100000,Diesel,Individual,Manual,First Owner,75–100k,10,4.51,Old
Chevrolet Spark 1.0 LS,2010,175000,45000,Petrol,Individual,Manual,Second Owner,25–50k,15,3.888888888888889,Old
Chevrolet Spark 1.0 LS,2009,170000,44800,Petrol,Individual,Manual,Second Owner,25–50k,16,3.794642857142857,Old
Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Individual,Manual,Second Owner,25–50k,19,2.5,Old
Maruti Omni MPI STD BSIV,2014,150000,120000,Petrol,Individual,Manual,Third Owner,100–150k,11,1.25,Old
Tata Indica Vista Quadrajet LX,2011,149000,10000,Diesel,Individual,Manual,Second Owner,0–25k,14,14.9,Old
Tata Indica Vista Aqua 1.3 Quadrajet,2011,160000,80000,Diesel,Individual,Manual,Second Owner,75–100k,14,2.0,Old
